record_id,date,year_month,day_name,machine_id,machine_model,city,payment_method,total_liters_sold,total_gross_sales_mxn,cash_received_mxn,change_given_mxn,estimated_tickets,avg_ticket_mxn,tank_capacity_per_product_l,reorder_point_l,stockout_flag,stockout_minutes_total,service_status,temperature_cdmx_c,is_weekend,notes,data_quality_issue_flag,intentional_issue_type,suggested_outlier_treatment,liters_des,revenue_des_mxn,closing_inventory_des_l,liters_det_ropa,revenue_det_ropa_mxn,closing_inventory_det_ropa_l,liters_det_blanca,revenue_det_blanca_mxn,closing_inventory_det_blanca_l,liters_multi,revenue_multi_mxn,closing_inventory_multi_l,liters_suav,revenue_suav_mxn,closing_inventory_suav_l,liters_lavat,revenue_lavat_mxn,closing_inventory_lavat_l,liters_det_oscura,revenue_det_oscura_mxn,closing_inventory_det_oscura_l,cash_net_mxn,cash_difference_mxn,expected_revenue_des_mxn,expected_revenue_det_ropa_mxn,expected_revenue_det_blanca_mxn,expected_revenue_multi_mxn,expected_revenue_suav_mxn,expected_revenue_lavat_mxn,expected_revenue_det_oscura_mxn,expected_total_gross_sales_mxn,sales_calculation_difference_mxn,analysis_month,total_liters_sold_iqr_outlier,total_gross_sales_mxn_iqr_outlier,cash_received_mxn_iqr_outlier,change_given_mxn_iqr_outlier,estimated_tickets_iqr_outlier,avg_ticket_mxn_iqr_outlier,stockout_minutes_total_iqr_outlier,temperature_cdmx_c_iqr_outlier,total_iqr_outlier_flags,drop_reason,drop_flag,outlier_treatment_decision,total_gross_sales_mxn_treated,total_liters_sold_treated
R000191,2025-07-10,2025-07,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,36,795,795,0,23,34.57,100,20,False,0,Operational,12.3,False,,False,,No issue,3,90,55,8,160,85,4,100,59,8,120,92,5,125,74,5.0,125,82,3,75,27,795,0,90,160,100,120,125,125.0,75,795.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,795,36
R000192,2025-07-11,2025-07,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,38,825,845,20,16,51.56,100,20,False,0,Operational,28.6,False,,False,,No issue,4,120,51,9,180,76,3,75,56,10,150,82,3,75,71,6.0,150,76,3,75,24,825,0,120,180,75,150,75,150.0,75,825.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,825,38
R000193,2025-07-12,2025-07,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,48,1065,1065,0,31,34.35,100,20,False,0,Operational,24.0,True,,False,,No issue,5,150,46,8,160,68,6,150,50,12,180,70,6,150,65,8.0,200,68,3,75,97,1065,0,150,160,150,180,150,200.0,75,1065.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,1065,48
R000194,2025-07-13,2025-07,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,46,1000,1000,0,21,47.62,100,20,False,0,Operational,23.6,True,,False,,No issue,4,120,42,8,160,60,5,125,45,13,195,57,5,125,60,8.0,200,60,3,75,94,1000,0,120,160,125,195,125,200.0,75,1000.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,1000,46
R000195,2025-07-14,2025-07,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,42,930,930,0,17,54.71,100,20,False,0,Operational,16.7,False,,False,,No issue,4,120,38,8,160,52,4,100,41,10,150,47,5,125,55,6.0,150,54,5,125,89,930,0,120,160,100,150,125,150.0,125,930.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,930,42
R000196,2025-07-15,2025-07,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,36,810,820,10,25,32.4,100,20,False,0,Operational,26.3,False,,False,,No issue,4,120,34,8,160,44,3,75,38,7,105,40,5,125,50,6.0,150,48,3,75,86,810,0,120,160,75,105,125,150.0,75,810.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,810,36
R000197,2025-07-16,2025-07,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,30,665,675,10,25,26.6,100,20,False,0,Operational,24.4,False,,False,,No issue,3,90,31,6,120,38,3,75,35,7,105,33,4,100,46,4.0,100,44,3,75,83,665,0,90,120,75,105,100,100.0,75,665.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,665,30
R000198,2025-07-17,2025-07,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,39,860,860,0,18,47.78,100,20,False,0,Operational,20.6,False,,False,,No issue,4,120,27,7,140,31,5,125,30,10,150,23,4,100,42,6.0,150,38,3,75,80,860,0,120,140,125,150,100,150.0,75,860.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,860,39
R000199,2025-07-18,2025-07,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,45,995,995,0,20,49.75,100,20,False,0,Operational,29.7,False,,False,,No issue,5,150,22,9,180,22,5,125,25,11,165,89,5,125,37,6.0,150,32,4,100,76,995,0,150,180,125,165,125,150.0,100,995.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,995,45
R000200,2025-07-19,2025-07,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,46,1015,1035,20,24,42.29,100,20,False,0,Operational,26.0,True,,False,,No issue,5,150,95,10,200,90,5,125,95,11,165,78,5,125,32,6.0,150,26,4,100,72,1015,0,150,200,125,165,125,150.0,100,1015.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,1015,46
R000201,2025-07-20,2025-07,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,35,765,785,20,19,40.26,100,20,False,0,Operational,17.4,True,,False,,No issue,3,90,92,9,180,81,4,100,91,8,120,70,4,100,28,4.0,100,22,3,75,69,765,0,90,180,100,120,100,100.0,75,765.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,765,35
R000202,2025-07-21,2025-07,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,42,910,915,5,17,53.53,100,20,False,0,Operational,14.4,False,,False,,No issue,3,90,89,9,180,72,4,100,87,11,165,59,5,125,23,6.0,150,94,4,100,65,910,0,90,180,100,165,125,150.0,100,910.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,910,42
R000203,2025-07-22,2025-07,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,32,715,715,0,26,27.5,100,20,False,0,Operational,20.5,False,,False,,No issue,3,90,86,6,120,66,3,75,84,7,105,52,5,125,18,5.0,125,89,3,75,62,715,0,90,120,75,105,125,125.0,75,715.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,715,32
R000204,2025-07-23,2025-07,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,36,790,840,50,29,27.24,100,20,False,0,Operational,26.3,False,,False,,No issue,3,90,83,7,140,59,3,75,81,9,135,43,5,125,95,5.0,125,84,4,100,58,790,0,90,140,75,135,125,125.0,100,790.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,790,36
R000205,2025-07-24,2025-07,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,38,840,890,50,22,38.18,100,20,False,0,Operational,27.6,False,,False,,No issue,3,90,80,7,140,52,4,100,77,9,135,34,5,125,90,7.0,175,77,3,75,55,840,0,90,140,100,135,125,175.0,75,840.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,840,38
R000206,2025-07-25,2025-07,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,35,765,765,0,24,31.88,100,20,False,0,Operational,15.9,False,,False,,No issue,3,90,77,7,140,45,3,75,74,9,135,25,4,100,86,6.0,150,71,3,75,52,765,0,90,140,75,135,100,150.0,75,765.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,765,35
R000207,2025-07-26,2025-07,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,46,1020,1020,0,25,40.8,100,20,False,0,Operational,16.5,True,,False,,No issue,4,120,73,10,200,35,5,125,69,10,150,15,7,175,79,6.0,150,65,4,100,48,1020,0,120,200,125,150,175,150.0,100,1020.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,1020,46
R000208,2025-07-27,2025-07,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,46,1010,1020,10,28,36.07,100,20,False,0,Operational,23.5,True,,False,,No issue,4,120,69,10,200,25,4,100,65,11,165,89,5,125,74,7.0,175,58,5,125,43,1010,0,120,200,100,165,125,175.0,125,1010.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,1010,46
R000209,2025-07-28,2025-07,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,41,895,895,0,31,28.87,100,20,False,0,Operational,14.9,False,,False,,No issue,3,90,66,9,180,16,4,100,61,10,150,79,5,125,69,6.0,150,52,4,100,39,895,0,90,180,100,150,125,150.0,100,895.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,895,41
R000210,2025-07-29,2025-07,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,38,840,890,50,16,52.5,100,20,False,0,Operational,28.3,False,,False,,No issue,4,120,62,6,120,94,4,100,57,10,150,69,5,125,64,5.0,125,47,4,100,35,840,0,120,120,100,150,125,125.0,100,840.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,840,38
R000211,2025-07-30,2025-07,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,35,785,785,0,19,41.32,100,20,False,0,Operational,29.8,False,,False,,No issue,4,120,58,8,160,86,3,75,54,7,105,62,5,125,59,5.0,125,42,3,75,32,785,0,120,160,75,105,125,125.0,75,785.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,785,35
R000212,2025-07-31,2025-07,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,40,885,885,0,20,44.25,100,20,False,0,Operational,27.3,False,,False,,No issue,3,90,55,8,160,78,5,125,49,9,135,53,6,150,53,5.0,125,37,4,100,28,885,0,90,160,125,135,150,125.0,100,885.0,0.0,2025-07,False,False,False,False,False,False,False,False,0,,False,Normal,885,40
R000213,2025-08-01,2025-08,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,33,755,755,0,16,47.19,100,20,False,0,Operational,15.4,False,,False,,No issue,4,120,51,6,120,72,4,100,45,6,90,47,5,125,48,5.0,125,32,3,75,25,755,0,120,120,100,90,125,125.0,75,755.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,755,33
R000214,2025-08-02,2025-08,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,41,905,925,20,20,45.25,100,20,False,0,Operational,19.0,True,,False,,No issue,4,120,47,8,160,64,5,125,40,10,150,37,4,100,44,7.0,175,25,3,75,22,905,0,120,160,125,150,100,175.0,75,905.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,905,41
R000215,2025-08-03,2025-08,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,51,1110,1110,0,39,28.46,100,20,False,0,Operational,17.1,True,,False,,No issue,3,90,44,12,240,52,6,150,34,12,180,25,7,175,37,7.0,175,93,4,100,18,1110,0,90,240,150,180,175,175.0,100,1110.0,0.0,2025-08,False,False,False,False,True,False,False,False,1,,False,Normal,1110,51
R000216,2025-08-04,2025-08,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,32,720,720,0,22,32.73,100,20,False,0,Operational,19.6,False,,False,,No issue,3,90,41,5,100,47,4,100,30,7,105,93,5,125,32,5.0,125,88,3,75,97,720,0,90,100,100,105,125,125.0,75,720.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,720,32
R000217,2025-08-05,2025-08,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,29,645,695,50,13,49.62,100,20,False,0,Operational,28.0,False,,False,,No issue,3,90,38,5,100,42,3,75,27,7,105,86,4,100,28,4.0,100,84,3,75,94,645,0,90,100,75,105,100,100.0,75,645.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,645,29
R000218,2025-08-06,2025-08,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,43,950,960,10,29,32.76,100,20,False,0,Operational,29.2,False,,False,,No issue,5,150,33,8,160,34,4,100,96,11,165,75,4,100,24,7.0,175,77,4,100,90,950,0,150,160,100,165,100,175.0,100,950.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,950,43
R000219,2025-08-07,2025-08,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,32,710,730,20,23,30.87,100,20,False,0,Operational,23.0,False,,False,,No issue,4,120,29,6,120,28,3,75,93,8,120,67,3,75,21,5.0,125,72,3,75,87,710,0,120,120,75,120,75,125.0,75,710.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,710,32
R000220,2025-08-08,2025-08,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,40,895,895,0,30,29.83,100,20,False,0,Operational,24.6,False,,False,,No issue,4,120,25,7,140,21,5,125,88,9,135,58,5,125,95,7.0,175,65,3,75,84,895,0,120,140,125,135,125,175.0,75,895.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,895,40
R000221,2025-08-09,2025-08,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,44,965,965,0,18,53.61,100,20,False,0,Operational,16.2,True,,False,,No issue,4,120,21,7,140,93,4,100,84,12,180,46,6,150,89,8.0,200,57,3,75,81,965,0,120,140,100,180,150,200.0,75,965.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,965,44
R000222,2025-08-10,2025-08,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,49,1095,1145,50,24,45.62,100,20,False,0,Operational,19.1,True,,False,,No issue,5,150,95,11,220,82,5,125,79,10,150,36,5,125,84,8.0,200,49,5,125,76,1095,0,150,220,125,150,125,200.0,125,1095.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,1095,49
R000223,2025-08-11,2025-08,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,43,940,945,5,18,52.22,100,20,False,0,Operational,16.3,False,,False,,No issue,5,150,90,10,200,72,4,100,75,11,165,25,5,125,79,5.0,125,44,3,75,73,940,0,150,200,100,165,125,125.0,75,940.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,940,43
R000224,2025-08-12,2025-08,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,31,670,680,10,14,47.86,100,20,False,0,Operational,28.3,False,,False,,No issue,2,60,88,5,100,67,3,75,72,9,135,91,3,75,76,6.0,150,38,3,75,70,670,0,60,100,75,135,75,150.0,75,670.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,670,31
R000225,2025-08-13,2025-08,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,35,770,770,0,25,30.8,100,20,False,0,Operational,16.9,False,,False,,No issue,3,90,85,8,160,59,3,75,69,8,120,83,4,100,72,6.0,150,32,3,75,67,770,0,90,160,75,120,100,150.0,75,770.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,770,35
R000226,2025-08-14,2025-08,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,39,855,865,10,17,50.29,100,20,False,0,Operational,23.9,False,,False,,No issue,4,120,81,8,160,51,4,100,65,10,150,73,5,125,67,5.0,125,27,3,75,64,855,0,120,160,100,150,125,125.0,75,855.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,855,39
R000227,2025-08-15,2025-08,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,45,1010,1010,0,34,29.71,100,20,False,0,Operational,15.6,False,,False,,No issue,5,150,76,10,200,41,5,125,60,9,135,64,5,125,62,8.0,200,19,3,75,61,1010,0,150,200,125,135,125,200.0,75,1010.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,1010,45
R000228,2025-08-16,2025-08,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,35,785,835,50,18,43.61,100,20,False,0,Operational,18.9,True,,False,,No issue,4,120,72,6,120,35,4,100,56,8,120,56,4,100,58,6.0,150,94,3,75,58,785,0,120,120,100,120,100,150.0,75,785.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,785,35
R000229,2025-08-17,2025-08,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,47,1050,1050,0,22,47.73,100,20,False,0,Operational,25.5,True,,False,,No issue,4,120,68,11,220,24,6,150,50,9,135,47,6,150,52,7.0,175,87,4,100,54,1050,0,120,220,150,135,150,175.0,100,1050.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,1050,47
R000230,2025-08-18,2025-08,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,41,925,975,50,21,44.05,100,20,False,0,Operational,24.0,False,,False,,No issue,5,150,63,9,180,15,3,75,47,8,120,39,5,125,47,7.0,175,80,4,100,50,925,0,150,180,75,120,125,175.0,100,925.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,925,41
R000231,2025-08-19,2025-08,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,35,790,840,50,24,32.92,100,20,False,0,Operational,28.9,False,,False,,No issue,3,90,60,6,120,94,5,125,42,7,105,32,5,125,42,6.0,150,74,3,75,47,790,0,90,120,125,105,125,150.0,75,790.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,790,35
R000232,2025-08-20,2025-08,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,42,920,920,0,26,35.38,100,20,False,0,Operational,30.4,False,,False,,No issue,4,120,56,10,200,84,4,100,38,10,150,22,6,150,36,5.0,125,69,3,75,44,920,0,120,200,100,150,150,125.0,75,920.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,920,42
R000233,2025-08-21,2025-08,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,37,810,810,0,28,28.93,100,20,False,0,Operational,16.7,False,,False,,No issue,4,120,52,7,140,77,3,75,35,10,150,90,5,125,31,4.0,100,65,4,100,40,810,0,120,140,75,150,125,100.0,100,810.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,810,37
R000234,2025-08-22,2025-08,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,36,800,850,50,18,44.44,100,20,False,0,Operational,17.6,False,,False,,No issue,4,120,48,6,120,71,4,100,31,9,135,81,5,125,26,5.0,125,60,3,75,37,800,0,120,120,100,135,125,125.0,75,800.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,800,36
R000235,2025-08-23,2025-08,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,47,1055,1055,0,19,55.53,100,20,False,0,Operational,19.8,True,,False,,No issue,5,150,43,9,180,62,5,125,26,10,150,71,6,150,20,8.0,200,52,4,100,33,1055,0,150,180,125,150,150,200.0,100,1055.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,1055,47
R000236,2025-08-24,2025-08,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,47,1035,1035,0,23,45.0,100,20,False,0,Operational,16.2,True,,False,,No issue,5,150,38,9,180,53,5,125,95,12,180,59,6,150,94,6.0,150,46,4,100,29,1035,0,150,180,125,180,150,150.0,100,1035.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,1035,47
R000237,2025-08-25,2025-08,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,42,920,920,0,24,38.33,100,20,False,0,Operational,22.9,False,,False,,No issue,4,120,34,8,160,45,5,125,90,11,165,48,4,100,90,6.0,150,40,4,100,25,920,0,120,160,125,165,100,150.0,100,920.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,920,42
R000238,2025-08-26,2025-08,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,40,885,905,20,17,52.06,100,20,False,0,Operational,16.2,False,,False,,No issue,3,90,31,10,200,35,4,100,86,8,120,40,4,100,86,7.0,175,33,4,100,21,885,0,90,200,100,120,100,175.0,100,885.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,885,40
R000239,2025-08-27,2025-08,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,34,770,820,50,21,36.67,100,20,False,0,Operational,19.5,False,,False,,No issue,4,120,27,8,160,27,4,100,82,6,90,34,5,125,81,4.0,100,29,3,75,97,770,0,120,160,100,90,125,100.0,75,770.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,770,34
R000240,2025-08-28,2025-08,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,32,710,715,5,15,47.33,100,20,False,0,Operational,22.8,False,,False,,No issue,4,120,23,6,120,21,3,75,79,8,120,26,4,100,77,5.0,125,24,2,50,95,710,0,120,120,75,120,100,125.0,50,710.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,710,32
R000241,2025-08-29,2025-08,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,41,895,895,0,18,49.72,100,20,False,0,Operational,14.2,False,,False,,No issue,3,90,97,7,140,93,4,100,75,11,165,15,5,125,72,7.0,175,17,4,100,91,895,0,90,140,100,165,125,175.0,100,895.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,895,41
R000242,2025-08-30,2025-08,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,38,850,870,20,24,35.42,100,20,False,0,Operational,26.4,True,,False,,No issue,4,120,93,8,160,85,4,100,71,8,120,92,5,125,67,5.0,125,95,4,100,87,850,0,120,160,100,120,125,125.0,100,850.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,850,38
R000243,2025-08-31,2025-08,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,50,1115,1125,10,20,55.75,100,20,False,0,Operational,21.0,True,,False,,No issue,5,150,88,10,200,75,5,125,66,11,165,81,7,175,60,7.0,175,88,5,125,82,1115,0,150,200,125,165,175,175.0,125,1115.0,0.0,2025-08,False,False,False,False,False,False,False,False,0,,False,Normal,1115,50
R000244,2025-09-01,2025-09,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,34,755,775,20,26,29.04,100,20,False,0,Operational,17.2,False,,False,,No issue,4,120,84,7,140,68,4,100,62,8,120,73,3,75,57,5.0,125,83,3,75,79,755,0,120,140,100,120,75,125.0,75,755.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,755,34
R000245,2025-09-02,2025-09,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,41,920,925,5,29,31.72,100,20,False,0,Operational,19.0,False,,False,,No issue,4,120,80,7,140,61,4,100,58,9,135,64,7,175,50,6.0,150,77,4,100,75,920,0,120,140,100,135,175,150.0,100,920.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,920,41
R000246,2025-09-03,2025-09,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,40,885,890,5,23,38.48,100,20,False,0,Operational,15.9,False,,False,,No issue,4,120,76,7,140,54,3,75,55,10,150,54,5,125,45,8.0,200,69,3,75,72,885,0,120,140,75,150,125,200.0,75,885.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,885,40
R000247,2025-09-04,2025-09,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,28,605,605,0,17,35.59,100,20,False,0,Operational,14.7,False,,False,,No issue,2,60,74,7,140,47,2,50,53,7,105,47,4,100,41,4.0,100,65,2,50,70,605,0,60,140,50,105,100,100.0,50,605.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,605,28
R000248,2025-09-05,2025-09,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,38,825,830,5,17,48.53,100,20,False,0,Operational,14.2,False,,False,,No issue,3,90,71,8,160,39,3,75,50,10,150,37,5,125,36,6.0,150,59,3,75,67,825,0,90,160,75,150,125,150.0,75,825.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,825,38
R000249,2025-09-06,2025-09,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,39,865,865,0,18,48.06,100,20,False,0,Operational,21.8,True,,False,,No issue,3,90,68,9,180,30,4,100,46,8,120,29,6,150,30,6.0,150,53,3,75,64,865,0,90,180,100,120,150,150.0,75,865.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,865,39
R000250,2025-09-07,2025-09,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,45,975,980,5,22,44.32,100,20,False,0,Operational,18.3,True,,False,,No issue,4,120,64,10,200,20,4,100,42,12,180,17,5,125,25,6.0,150,47,4,100,60,975,0,120,200,100,180,125,150.0,100,975.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,975,45
R000251,2025-09-08,2025-09,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,37,820,830,10,17,48.24,100,20,False,0,Operational,23.4,False,,False,,No issue,4,120,60,7,140,93,5,125,37,9,135,91,4,100,96,4.0,100,43,4,100,56,820,0,120,140,125,135,100,100.0,100,820.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,820,37
R000252,2025-09-09,2025-09,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,40,890,890,0,16,55.62,100,20,False,0,Operational,24.1,False,,False,,No issue,3,90,57,9,180,84,5,125,32,8,120,83,6,150,90,6.0,150,37,3,75,53,890,0,90,180,125,120,150,150.0,75,890.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,890,40
R000253,2025-09-10,2025-09,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,38,830,830,0,15,55.33,100,20,False,0,Operational,18.0,False,,False,,No issue,3,90,54,9,180,75,3,75,29,9,135,74,5,125,85,5.0,125,32,4,100,49,830,0,90,180,75,135,125,125.0,100,830.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,830,38
R000254,2025-09-11,2025-09,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,40,870,890,20,31,28.06,100,20,False,0,Operational,17.4,False,,False,,No issue,3,90,51,7,140,68,3,75,26,11,165,63,6,150,79,6.0,150,26,4,100,45,870,0,90,140,75,165,150,150.0,100,870.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,870,40
